incident_id,timestamp,network_element,region,raw_log,alarm_type,kpi_summary,packet_loss_percent,latency_ms,call_drop_rate,throughput_mbps,rrc_failure_rate,handover_failure_rate,prb_utilization,sinr_db,fault_category,root_cause,severity,resolution_steps,source_dataset
INC_000139,2024-03-02 16:00:00,AMF_3869,Delhi-NCR,- 1120746970 2005.07.07 R07-M0-N0-C:J06-U01 2005-07-07-07.36.10.216237 R07-M0-N0-C:J06-U01 RAS KERNEL INFO generating core.998,Control Stream Failure,"packet_loss=11.1%, latency=221.89ms, call_drop_rate=4.76%, throughput=38.81Mbps, rrc_failure_rate=6.42%, handover_failure_rate=2.44%, prb_utilization=80.24%, sinr=17.48dB",11.1,221.89,4.76,38.81,6.42,2.44,80.24,17.48,Application Crash,Runtime process failure,High,Check application logs and control stream connectivity,Loghub-BGL
INC_000140,2024-03-05 20:32:00,UPF_1383,Delhi-NCR,KERNTERM 1132021523 2005.11.14 R46-M1-NE-C:J14-U11 2005-11-14-18.25.23.269634 R46-M1-NE-C:J14-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004,Process Crash,"packet_loss=9.64%, latency=160.31ms, call_drop_rate=5.0%, throughput=24.75Mbps, rrc_failure_rate=2.88%, handover_failure_rate=2.91%, prb_utilization=59.47%, sinr=16.08dB",9.64,160.31,5.0,24.75,2.88,2.91,59.47,16.08,Application Crash,Control stream failure between node and management process,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_000141,2024-03-01 17:36:00,CellSite_8054,Bengaluru-East,10.250.14.224:50010 Served block blk_666713934549639791 to /10.250.14.224,Data Transfer Delay,"packet_loss=4.26%, latency=142.2ms, call_drop_rate=3.35%, throughput=15.54Mbps, rrc_failure_rate=4.99%, handover_failure_rate=2.77%, prb_utilization=57.33%, sinr=15.78dB",4.26,142.2,3.35,15.54,4.99,2.77,57.33,15.78,Transport Degradation,Intermittent degradation in node-to-node data path,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000142,2024-03-04 23:20:00,eNodeB_9698,Bengaluru-East,"- 1127243411 2005.09.20 NULL 2005-09-20-12.10.11.325034 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",No Major Alarm,"packet_loss=0.37%, latency=29.38ms, call_drop_rate=0.57%, throughput=115.24Mbps, rrc_failure_rate=0.95%, handover_failure_rate=0.1%, prb_utilization=23.8%, sinr=29.75dB",0.37,29.38,0.57,115.24,0.95,0.1,23.8,29.75,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_000143,2024-03-01 18:35:00,AMF_1023,Pune-Hinjewadi,- 1122165233 2005.07.23 R16-M0-N9-C:J08-U11 2005-07-23-17.33.53.667330 R16-M0-N9-C:J08-U11 RAS KERNEL INFO generating core.7818,Process Crash,"packet_loss=3.36%, latency=236.06ms, call_drop_rate=4.47%, throughput=38.92Mbps, rrc_failure_rate=3.62%, handover_failure_rate=4.08%, prb_utilization=80.58%, sinr=20.48dB",3.36,236.06,4.47,38.92,3.62,4.08,80.58,20.48,Application Crash,Runtime process failure,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_000144,2024-03-01 21:26:00,CellSite_2670,Pune-Hinjewadi,- 1120931379 2005.07.09 R26-M1-N9-C:J08-U01 2005-07-09-10.49.39.479084 R26-M1-N9-C:J08-U01 RAS KERNEL INFO generating core.6682,Application Core Dump,"packet_loss=3.64%, latency=110.63ms, call_drop_rate=6.18%, throughput=24.55Mbps, rrc_failure_rate=2.87%, handover_failure_rate=2.09%, prb_utilization=74.94%, sinr=20.82dB",3.64,110.63,6.18,24.55,2.87,2.09,74.94,20.82,Application Crash,Control stream failure between node and management process,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_000145,2024-03-02 02:52:00,gNodeB_8063,Bengaluru-East,- 1119715593 2005.06.25 R32-M0-NA-C:J13-U11 2005-06-25-09.06.33.323216 R32-M0-NA-C:J13-U11 RAS KERNEL INFO generating core.37749,Process Crash,"packet_loss=8.49%, latency=208.86ms, call_drop_rate=5.2%, throughput=30.04Mbps, rrc_failure_rate=4.48%, handover_failure_rate=4.1%, prb_utilization=66.92%, sinr=23.69dB",8.49,208.86,5.2,30.04,4.48,4.1,66.92,23.69,Application Crash,Application process crash generated core dump,High,Check application logs and control stream connectivity,Loghub-BGL
INC_000146,2024-03-01 08:11:00,MME_5344,Mumbai-West,- 1120148743 2005.06.30 R11-M0-N0-C:J02-U11 2005-06-30-09.25.43.591205 R11-M0-N0-C:J02-U11 RAS KERNEL INFO generating core.5935,Application Core Dump,"packet_loss=7.03%, latency=204.74ms, call_drop_rate=4.04%, throughput=40.74Mbps, rrc_failure_rate=4.18%, handover_failure_rate=3.18%, prb_utilization=64.88%, sinr=22.17dB",7.03,204.74,4.04,40.74,4.18,3.18,64.88,22.17,Application Crash,Runtime process failure,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_000147,2024-03-02 17:40:00,MME_3842,Chennai-OMR,PacketResponder 2 for block blk_-6991853982611346454 terminating,Backhaul Packet Loss Alarm,"packet_loss=15.23%, latency=343.93ms, call_drop_rate=7.98%, throughput=20.26Mbps, rrc_failure_rate=3.54%, handover_failure_rate=3.06%, prb_utilization=67.74%, sinr=12.56dB",15.23,343.93,7.98,20.26,3.54,3.06,67.74,12.56,Backhaul Issue,Transport pipeline termination between nodes,Critical,"Check transport link stability, validate packet drops, and inspect router interface errors",Loghub-HDFS
INC_000148,2024-03-03 18:56:00,eNodeB_8364,Chennai-OMR,- 1121598678 2005.07.17 R10-M1-N6-C:J13-U11 2005-07-17-04.11.18.510363 R10-M1-N6-C:J13-U11 RAS KERNEL INFO generating core.237,Control Stream Failure,"packet_loss=6.7%, latency=92.91ms, call_drop_rate=5.07%, throughput=14.78Mbps, rrc_failure_rate=6.5%, handover_failure_rate=4.12%, prb_utilization=48.25%, sinr=17.89dB",6.7,92.91,5.07,14.78,6.5,4.12,48.25,17.89,Application Crash,Runtime process failure,High,Check application logs and control stream connectivity,Loghub-BGL
INC_000149,2024-03-01 05:45:00,AggregationRouter_7655,Bengaluru-East,Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010,Transport Throughput Degradation,"packet_loss=6.11%, latency=148.13ms, call_drop_rate=4.91%, throughput=41.91Mbps, rrc_failure_rate=3.46%, handover_failure_rate=2.74%, prb_utilization=67.38%, sinr=21.5dB",6.11,148.13,4.91,41.91,3.46,2.74,67.38,21.5,Transport Degradation,High transport latency during data transfer,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_000150,2024-03-02 00:45:00,gNodeB_1575,Bengaluru-East,Received block blk_2270593866672608129 of size 67108864 from /10.250.11.53,Block Transfer Latency,"packet_loss=5.14%, latency=158.36ms, call_drop_rate=2.4%, throughput=23.35Mbps, rrc_failure_rate=1.2%, handover_failure_rate=1.05%, prb_utilization=64.12%, sinr=17.38dB",5.14,158.36,2.4,23.35,1.2,1.05,64.12,17.38,Transport Degradation,High transport latency during data transfer,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000151,2024-03-03 14:38:00,gNodeB_9342,Mumbai-West,"- 1133454737 2005.12.01 R50-M1-NA-C:J11-U11 2005-12-01-08.32.17.451081 R50-M1-NA-C:J11-U11 RAS KERNEL INFO 10738 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",No Major Alarm,"packet_loss=0.97%, latency=23.35ms, call_drop_rate=0.35%, throughput=66.17Mbps, rrc_failure_rate=0.85%, handover_failure_rate=0.55%, prb_utilization=31.11%, sinr=29.42dB",0.97,23.35,0.35,66.17,0.85,0.55,31.11,29.42,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_000152,2024-03-02 07:36:00,AggregationRouter_2723,Pune-Hinjewadi,Deleting block blk_-1599621098605751235 file /mnt/hadoop/dfs/data/current/subdir16/blk_-1599621098605751235,Transport Throughput Degradation,"packet_loss=5.85%, latency=218.05ms, call_drop_rate=3.71%, throughput=39.99Mbps, rrc_failure_rate=4.58%, handover_failure_rate=4.21%, prb_utilization=77.87%, sinr=16.41dB",5.85,218.05,3.71,39.99,4.58,4.21,77.87,16.41,Transport Degradation,Temporary throughput reduction on transport link,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000153,2024-03-01 04:31:00,AMF_4850,Pune-Hinjewadi,- 1118771516 2005.06.14 R25-M0-N6-C:J14-U11 2005-06-14-10.51.56.234430 R25-M0-N6-C:J14-U11 RAS KERNEL FATAL program interrupt: imprecise exception......0,Control Stream Failure,"packet_loss=6.69%, latency=164.38ms, call_drop_rate=2.99%, throughput=47.57Mbps, rrc_failure_rate=3.92%, handover_failure_rate=2.65%, prb_utilization=56.13%, sinr=18.08dB",6.69,164.38,2.99,47.57,3.92,2.65,56.13,18.08,Application Crash,Runtime process failure,High,Check application logs and control stream connectivity,Loghub-BGL
INC_000154,2024-03-02 04:30:00,gNodeB_5523,Gurugram-Sector-44,10.251.215.16:50010:Got exception while serving blk_-4590972095204776122 to /10.251.30.6:,Session Establishment Failure,"packet_loss=1.98%, latency=147.37ms, call_drop_rate=5.09%, throughput=23.14Mbps, rrc_failure_rate=4.57%, handover_failure_rate=4.33%, prb_utilization=73.8%, sinr=15.07dB",1.98,147.37,5.09,23.14,4.57,4.33,73.8,15.07,Core Network Issue,Control-plane service instability,High,"Check core service health, validate control-plane connectivity, and inspect service logs",Loghub-HDFS
INC_000155,2024-03-03 04:57:00,CellSite_7638,Bengaluru-East,Receiving block blk_3358274959811806117 src: /10.251.106.214:51334 dest: /10.251.106.214:50010,Block Transfer Latency,"packet_loss=5.01%, latency=158.76ms, call_drop_rate=3.96%, throughput=36.4Mbps, rrc_failure_rate=3.2%, handover_failure_rate=3.9%, prb_utilization=76.11%, sinr=17.6dB",5.01,158.76,3.96,36.4,3.2,3.9,76.11,17.6,Transport Degradation,Temporary throughput reduction on transport link,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000156,2024-03-03 11:57:00,AggregationRouter_2896,Chennai-OMR,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_9060964400089016309 size 67108864,Transport Throughput Degradation,"packet_loss=9.53%, latency=90.81ms, call_drop_rate=2.16%, throughput=15.46Mbps, rrc_failure_rate=2.23%, handover_failure_rate=3.56%, prb_utilization=65.52%, sinr=22.54dB",9.53,90.81,2.16,15.46,2.23,3.56,65.52,22.54,Transport Degradation,High transport latency during data transfer,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000157,2024-03-03 21:40:00,AggregationRouter_7122,Pune-Hinjewadi,- 1121901286 2005.07.20 R04-M1-NE-C:J02-U11 2005-07-20-16.14.46.720905 R04-M1-NE-C:J02-U11 RAS KERNEL INFO 8 floating point alignment exceptions,Cache Error Alarm,"packet_loss=3.14%, latency=125.58ms, call_drop_rate=2.45%, throughput=33.52Mbps, rrc_failure_rate=2.05%, handover_failure_rate=0.71%, prb_utilization=52.27%, sinr=25.45dB",3.14,125.58,2.45,33.52,2.05,0.71,52.27,25.45,Memory/Cache Error,Correctable memory or cache parity error,High,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_000158,2024-03-03 01:56:00,MME_1024,Chennai-OMR,Received block blk_7213990003235926706 of size 67108864 from /10.250.11.100,Transport Throughput Degradation,"packet_loss=4.31%, latency=182.87ms, call_drop_rate=2.04%, throughput=12.31Mbps, rrc_failure_rate=1.67%, handover_failure_rate=3.97%, prb_utilization=62.21%, sinr=23.27dB",4.31,182.87,2.04,12.31,1.67,3.97,62.21,23.27,Transport Degradation,High transport latency during data transfer,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000159,2024-03-02 02:28:00,AMF_1254,Gurugram-Sector-44,10.251.215.50:50010 Served block blk_668295516093167045 to /10.251.30.6,Block Transfer Latency,"packet_loss=3.97%, latency=123.84ms, call_drop_rate=3.15%, throughput=20.98Mbps, rrc_failure_rate=1.33%, handover_failure_rate=2.68%, prb_utilization=79.41%, sinr=18.91dB",3.97,123.84,3.15,20.98,1.33,2.68,79.41,18.91,Transport Degradation,High transport latency during data transfer,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000160,2024-03-01 06:33:00,CellSite_6119,Bengaluru-East,BLOCK* NameSystem.delete: blk_-6114220623980201749 is added to invalidSet of 10.250.13.240:50010,Configuration Consistency Alarm,"packet_loss=6.0%, latency=122.68ms, call_drop_rate=2.03%, throughput=65.94Mbps, rrc_failure_rate=9.18%, handover_failure_rate=8.35%, prb_utilization=43.92%, sinr=16.07dB",6.0,122.68,2.03,65.94,9.18,8.35,43.92,16.07,Configuration Error,Incorrect or missing network mapping metadata,High,Audit recent configuration changes and rollback if needed,Loghub-HDFS
INC_000161,2024-03-03 01:02:00,eNodeB_6621,Mumbai-West,BLOCK* NameSystem.allocateBlock: /user/root/rand5/_temporary/_task_200811101024_0011_m_001408_0/part-01408. blk_6601059760261449131,No Major Alarm,"packet_loss=0.92%, latency=53.0ms, call_drop_rate=0.84%, throughput=112.88Mbps, rrc_failure_rate=0.57%, handover_failure_rate=0.18%, prb_utilization=21.27%, sinr=19.9dB",0.92,53.0,0.84,112.88,0.57,0.18,21.27,19.9,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
INC_000162,2024-03-06 02:32:00,CellSite_2701,Chennai-OMR,PacketResponder 1 for block blk_-8969188698416564850 terminating,Backhaul Packet Loss Alarm,"packet_loss=9.33%, latency=266.91ms, call_drop_rate=3.75%, throughput=11.17Mbps, rrc_failure_rate=3.0%, handover_failure_rate=2.82%, prb_utilization=56.6%, sinr=13.27dB",9.33,266.91,3.75,11.17,3.0,2.82,56.6,13.27,Backhaul Issue,Transport pipeline termination between nodes,Critical,"Check transport link stability, validate packet drops, and inspect router interface errors",Loghub-HDFS
INC_000163,2024-03-01 23:56:00,gNodeB_8993,Hyderabad-HITEC-City,10.251.106.10:50010 Served block blk_2273334621242106674 to /10.251.106.10,Transport Throughput Degradation,"packet_loss=5.35%, latency=151.86ms, call_drop_rate=4.98%, throughput=29.19Mbps, rrc_failure_rate=2.05%, handover_failure_rate=2.59%, prb_utilization=60.21%, sinr=20.37dB",5.35,151.86,4.98,29.19,2.05,2.59,60.21,20.37,Transport Degradation,Intermittent degradation in node-to-node data path,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_000164,2024-03-01 16:45:00,eNodeB_8052,Bengaluru-East,10.251.43.115:50010 Served block blk_-7364557883931785608 to /10.251.43.115,Data Transfer Delay,"packet_loss=4.82%, latency=129.46ms, call_drop_rate=2.0%, throughput=38.54Mbps, rrc_failure_rate=4.39%, handover_failure_rate=2.38%, prb_utilization=61.42%, sinr=12.1dB",4.82,129.46,2.0,38.54,4.39,2.38,61.42,12.1,Transport Degradation,Intermittent degradation in node-to-node data path,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000165,2024-03-01 01:12:00,AggregationRouter_4853,Gurugram-Sector-44,- 1117959563 2005.06.05 R24-M0-N8-C:J04-U11 2005-06-05-01.19.23.822135 R24-M0-N8-C:J04-U11 RAS KERNEL INFO generating core.3919,Application Core Dump,"packet_loss=5.14%, latency=97.52ms, call_drop_rate=4.86%, throughput=55.97Mbps, rrc_failure_rate=5.19%, handover_failure_rate=1.28%, prb_utilization=65.31%, sinr=22.22dB",5.14,97.52,4.86,55.97,5.19,1.28,65.31,22.22,Application Crash,Runtime process failure,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_000166,2024-03-05 14:20:00,AggregationRouter_9708,Pune-Hinjewadi,PacketResponder 0 for block blk_2241654010576170013 terminating,Packet Responder Termination,"packet_loss=19.36%, latency=288.88ms, call_drop_rate=8.93%, throughput=14.35Mbps, rrc_failure_rate=1.16%, handover_failure_rate=3.17%, prb_utilization=44.31%, sinr=17.47dB",19.36,288.88,8.93,14.35,1.16,3.17,44.31,17.47,Backhaul Issue,Transport pipeline termination between nodes,Critical,Escalate to transport team for backhaul path validation,Loghub-HDFS
INC_000167,2024-03-01 20:11:00,CellSite_1102,Gurugram-Sector-44,"- 1123110774 2005.08.03 NULL 2005-08-03-16.12.54.271533 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",No Major Alarm,"packet_loss=0.19%, latency=67.9ms, call_drop_rate=0.91%, throughput=117.41Mbps, rrc_failure_rate=0.97%, handover_failure_rate=0.43%, prb_utilization=34.95%, sinr=19.63dB",0.19,67.9,0.91,117.41,0.97,0.43,34.95,19.63,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_000168,2024-03-01 07:52:00,gNodeB_2213,Delhi-NCR,Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37,Data Transfer Delay,"packet_loss=5.71%, latency=163.02ms, call_drop_rate=3.05%, throughput=19.11Mbps, rrc_failure_rate=2.79%, handover_failure_rate=4.99%, prb_utilization=55.0%, sinr=23.0dB",5.71,163.02,3.05,19.11,2.79,4.99,55.0,23.0,Transport Degradation,High transport latency during data transfer,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000169,2024-03-01 19:10:00,UPF_6213,Delhi-NCR,- 1118769450 2005.06.14 R26-M0-N9-C:J12-U01 2005-06-14-10.17.30.392758 R26-M0-N9-C:J12-U01 RAS KERNEL FATAL data address: 0x00000002,Control Stream Failure,"packet_loss=9.34%, latency=134.18ms, call_drop_rate=3.07%, throughput=10.09Mbps, rrc_failure_rate=6.21%, handover_failure_rate=3.86%, prb_utilization=79.03%, sinr=21.25dB",9.34,134.18,3.07,10.09,6.21,3.86,79.03,21.25,Application Crash,Application process crash generated core dump,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_000170,2024-03-03 07:54:00,gNodeB_7376,Delhi-NCR,- 1122165425 2005.07.23 R14-M1-N3-C:J15-U01 2005-07-23-17.37.05.399108 R14-M1-N3-C:J15-U01 RAS KERNEL INFO 5 floating point alignment exceptions,Memory Parity Alarm,"packet_loss=3.04%, latency=120.7ms, call_drop_rate=4.48%, throughput=39.51Mbps, rrc_failure_rate=2.64%, handover_failure_rate=2.81%, prb_utilization=62.21%, sinr=20.32dB",3.04,120.7,4.48,39.51,2.64,2.81,62.21,20.32,Memory/Cache Error,Processor cache parity fault,High,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_000171,2024-03-03 16:39:00,UPF_4760,Hyderabad-HITEC-City,- 1125083309 2005.08.26 R65-M1-N9-C:J16-U11 2005-08-26-12.08.29.680955 R65-M1-N9-C:J16-U11 RAS KERNEL INFO iar 003a9260 dear 00efcbc8,No Major Alarm,"packet_loss=1.27%, latency=50.34ms, call_drop_rate=0.39%, throughput=59.76Mbps, rrc_failure_rate=0.05%, handover_failure_rate=0.33%, prb_utilization=48.59%, sinr=18.4dB",1.27,50.34,0.39,59.76,0.05,0.33,48.59,18.4,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_000172,2024-03-02 09:04:00,UPF_8145,Hyderabad-HITEC-City,"- 1120155328 2005.06.30 R16-M1-N2-C:J17-U01 2005-06-30-11.15.28.804669 R16-M1-N2-C:J17-U01 RAS KERNEL INFO CE sym 0, at 0x1b858ca0, mask 0x40",Cache Error Alarm,"packet_loss=1.5%, latency=64.45ms, call_drop_rate=3.75%, throughput=34.17Mbps, rrc_failure_rate=1.95%, handover_failure_rate=1.02%, prb_utilization=36.11%, sinr=24.56dB",1.5,64.45,3.75,34.17,1.95,1.02,36.11,24.56,Memory/Cache Error,ECC memory correction event,Medium,Review ECC counters and node health; escalate if error rate increases,Loghub-BGL
INC_000173,2024-03-03 03:30:00,UPF_4829,Gurugram-Sector-44,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. blk_3776895047834644694,No Major Alarm,"packet_loss=0.21%, latency=50.19ms, call_drop_rate=0.22%, throughput=82.32Mbps, rrc_failure_rate=0.87%, handover_failure_rate=0.84%, prb_utilization=47.33%, sinr=22.88dB",0.21,50.19,0.22,82.32,0.87,0.84,47.33,22.88,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
